Sample,Section,Master Strat,Strat Height Adjusted,Strat Height,d18O,d13C,Ampl44,Original.Wt,target.wt,target.wt.factor,reweigh,no.carb,reweigh0.5,Original Sheet,Average d18O,Average d13C,Bulk Age,Section Lat,Section Long,Site Section
22PB02,PB,,,,-16.27,-6.56,3346.67,174,249.56,1.43,FALSE,FALSE,FALSE,2024 Nov 15,-16.27,-6.56,,,,
4S 19.0,4S,169,169,19,-9.55,-4.51,6104.56,364,286.21,0.79,FALSE,FALSE,FALSE,2024 Oct 19,,,13.7,35.25311713,-106.8810949,AB
4S 23.2,4S,173.2,173.2,23.2,-9.76,-4.85,5846.78,366,300.47,0.82,FALSE,FALSE,FALSE,2024 Oct 19,,,13.7,35.25311713,-106.8810949,AB
4S 23.7,4S,173.7,173.7,23.7,-8.58,-4.4,4792.56,357,357.55,1,FALSE,FALSE,FALSE,2024 Oct 3,,,13.7,35.25311713,-106.8810949,AB
4S 32.0,4S,182,182,32,-8.95,-4.56,5073.11,341,322.64,0.95,FALSE,FALSE,FALSE,2024 Oct 3,,,13.7,35.25311713,-106.8810949,AB
4S 36.1,4S,186.1,186.1,36.1,-9.08,-4.86,5392.89,356,316.86,0.89,FALSE,FALSE,FALSE,2024 Oct 3,,,13.7,35.25311713,-106.8810949,AB
4S 37.5b,4S,187.5,187.5,37.5,-8.63,-4.46,4374.22,333,365.41,1.1,FALSE,FALSE,FALSE,2024 Oct 19,,,13.7,35.25311713,-106.8810949,AB
4S 45.9,4S,195.9,195.9,45.9,-8.62,-5.2,6928,385,266.74,0.69,TRUE,FALSE,FALSE,2024 Oct 3,,,13.7,35.25311713,-106.8810949,AB
4S 45.9b,4S,195.9,195.9,45.9,-15.08,-8.74,68.14,347,24442.77,70.44,TRUE,TRUE,TRUE,2024 Oct 19,,,13.7,35.25311713,-106.8810949,AB
4S 48.2,4S,198.2,198.2,48.2,-8.77,-4.31,6454.67,367,272.92,0.74,TRUE,FALSE,FALSE,2024 Oct 3,,,13.7,35.25311713,-106.8810949,AB
4S 48.5,4S,198.5,198.5,48.5,-9.27,-5.02,3837.56,381,476.55,1.25,FALSE,FALSE,FALSE,2024 Oct 3,,,13.7,35.25311713,-106.8810949,AB
4S 49.5,4S,199.5,199.5,49.5,-8.98,-4.62,5699.44,346,291.4,0.84,FALSE,FALSE,FALSE,2024 Oct 3,,,13.7,35.25311713,-106.8810949,AB
4S 82.9,4S,232.9,232.9,82.9,-8.41,-5.24,4248.22,358,404.5,1.13,FALSE,FALSE,FALSE,2024 Oct 3,,,13.7,35.25311713,-106.8810949,AB
AB 0.5,AB,0.5,0.5,0.5,-10.88,-4.49,4052.78,360,426.37,1.18,FALSE,FALSE,FALSE,2024 Apr 04,,,18.1,35.282145,-106.87762,AB
AB 10.1,AB,10.1,10.1,10.1,-11.03,-4.55,4889.44,349,342.62,0.98,FALSE,FALSE,FALSE,2024 Nov 07,,,18.1,35.282145,-106.87762,AB
AB 11.7,AB,11.7,11.7,11.7,-11.42,-5.33,152.56,358,11264.09,31.46,TRUE,TRUE,TRUE,2024 Oct 3,,,18.1,35.282145,-106.87762,AB
AB 13.1,AB,13.1,13.1,13.1,-7.77,-1.59,377.67,362,4600.88,12.71,TRUE,TRUE,TRUE,2024 Apr 04,,,18.1,35.282145,-106.87762,AB
AB 13.3,AB,13.3,13.3,13.3,-9.69,-4.31,2872.44,369,616.62,1.67,TRUE,FALSE,FALSE,2024 Oct 19,,,18.1,35.282145,-106.87762,AB
AB 14.6,AB,14.6,14.6,14.6,-10.76,-4.04,4204.33,289,329.95,1.14,FALSE,FALSE,FALSE,2024 Mar 08,,,18.1,35.282145,-106.87762,AB
AB 2.3,AB,2.3,2.3,2.3,-11.66,-5.52,4255.22,615,693.74,1.13,FALSE,FALSE,FALSE,2024 Nov 19,-11.66,-5.52,18.1,35.282145,-106.87762,AB
AB 21.8,AB,21.8,21.8,21.8,-9.79,-4.53,4047.22,342,405.61,1.19,FALSE,FALSE,FALSE,2024 Nov 07,,,18.1,35.282145,-106.87762,AB
AB 22.5,AB,22.5,22.5,22.5,-10.24,-4.97,4357.56,365,402.06,1.1,FALSE,FALSE,FALSE,2024 Oct 3,,,18.1,35.282145,-106.87762,AB
AB 24.2,AB,24.2,24.2,24.2,-10.8,-4.64,3145.22,300,457.84,1.53,TRUE,FALSE,FALSE,2024 Mar 08,,,18.1,35.282145,-106.87762,AB
AB 3.1,AB,3.1,3.1,3.1,-10.87,-5.41,4698,348,355.56,1.02,FALSE,FALSE,FALSE,2024 Nov 07,,,18.1,35.282145,-106.87762,AB
AB 32.5,AB,32.5,32.5,32.5,-8.9,-5.36,160.44,297,8885.32,29.92,TRUE,TRUE,TRUE,2024 Mar 08,,,18.1,35.282145,-106.87762,AB
AB 32.7,AB,32.7,32.7,32.7,-7.62,-4.33,4770.22,359,361.24,1.01,FALSE,FALSE,FALSE,2024 Nov 07,,,18.1,35.282145,-106.87762,AB
AB 33.0,AB,33,33,33,-5.67,-4.44,5843.22,337,276.83,0.82,FALSE,FALSE,FALSE,2024 Nov 07,,,18.1,35.282145,-106.87762,AB
AB 4.2,AB,4.2,4.2,4.2,-11.49,-4.36,5657.89,367,311.35,0.85,FALSE,FALSE,FALSE,2024 Nov 07,,,18.1,35.282145,-106.87762,AB
AB 41.5,AB,41.5,41.5,41.5,-11.52,-4.7,3265.56,340,499.76,1.47,TRUE,FALSE,FALSE,2024 Apr 04,-11.555,-4.735,18.1,35.282145,-106.87762,AB
AB 41.5,AB,41.5,41.5,41.5,-11.59,-4.77,2764.22,368,639.02,1.74,TRUE,FALSE,FALSE,2024 Oct 3,-11.555,-4.735,18.1,35.282145,-106.87762,AB
AB 44.6a,AB,,,44.6,-10.78,-5.32,6142.78,338,264.12,0.78,FALSE,FALSE,FALSE,2024 Nov 19,,,18.1,35.282145,-106.87762,AB
AB 44.6b,AB,44.6,44.6,44.6,-9.86,-5.47,174.44,361,9933.25,27.52,TRUE,TRUE,TRUE,2024 Apr 04,-10.06,-5.62,18.1,35.282145,-106.87762,AB
AB 44.6b,AB,44.6,44.6,44.6,-10.26,-5.77,166.33,343,9898.2,28.86,TRUE,TRUE,TRUE,2024 Oct 3,-10.06,-5.62,18.1,35.282145,-106.87762,AB
AB 5.2,AB,5.2,5.2,5.2,-11.4,-5.08,4249,315,355.85,1.13,FALSE,FALSE,FALSE,2024 Mar 08,,,18.1,35.282145,-106.87762,AB
AB 5.5,AB,5.5,5.5,5.5,-10.53,-4.6,3680.11,344,448.68,1.3,TRUE,FALSE,FALSE,2024 Apr 04,,,18.1,35.282145,-106.87762,AB
AB 7.0,AB,7,7,7,-10.78,-4.21,6064.56,361,285.73,0.79,FALSE,FALSE,FALSE,2024 Apr 04,,,18.1,35.282145,-106.87762,AB
AB 8.5,AB,8.5,8.5,8.5,-10.73,-4.6,4771.56,351,353.09,1.01,FALSE,FALSE,FALSE,2024 Apr 04,,,18.1,35.282145,-106.87762,AB
AB2 0.3,AB2,55.3,55.3,0.3,-10.62,-5.26,4851.11,300,296.84,0.99,FALSE,FALSE,FALSE,2024 Mar 08,,,15.3,35.41356667,-106.8721913,AB
AB2 1.7,AB2,56.7,56.7,1.7,-11.6,-4.98,3424.78,344,482.13,1.4,FALSE,FALSE,FALSE,2024 Oct 19,,,15.3,35.41356667,-106.8721913,AB
AB2 2.8,AB2,57.8,57.8,2.8,-11.15,-4.69,4114.33,362,422.33,1.17,FALSE,FALSE,FALSE,2024 Oct 19,,,15.3,35.41356667,-106.8721913,AB
AB2 21.3,AB2,99.6,99.6,21.3,-11.16,-5.54,4941.78,877,851.84,0.97,FALSE,FALSE,FALSE,2024 Nov 19,-11.16,-5.54,15.3,35.41356667,-106.8721913,AB
AB2 35.2,AB2,90.2,90.2,35.2,-7.72,-4.84,264.89,362,6559.73,18.12,TRUE,TRUE,TRUE,2024 Nov 07,,,15.3,35.41356667,-106.8721913,AB
AB2 4.1,AB2,,,4.1,-11.12,-5.16,4919.78,332,323.92,0.98,FALSE,FALSE,FALSE,2024 Nov 19,,,15.3,35.41356667,-106.8721913,AB
AB2 4.3,AB2,59.3,59.3,4.3,-10.79,-5.14,5424.44,358,316.79,0.88,FALSE,FALSE,FALSE,2024 Nov 07,,,15.3,35.41356667,-106.8721913,AB
AB2 41.1,AB2,96.1,96.1,41.1,-10.13,-4.64,2819.33,317,539.7,1.7,TRUE,FALSE,FALSE,2024 Mar 08,,,15.3,35.41356667,-106.8721913,AB
AB2 45.0,AB2,100,100,45,-9.41,-5.37,3565.89,362,487.28,1.35,TRUE,FALSE,FALSE,2024 Apr 04,-9.41,-5.37,15.3,35.41356667,-106.8721913,AB
AB2 5.2,AB2,60.2,60.2,5.2,-11.05,-4.72,4231.89,366,415.13,1.13,FALSE,FALSE,FALSE,2024 Oct 3,,,15.3,35.41356667,-106.8721913,AB
AB2 50.1a,AB2,105.1,105.1,50.1,-11.76,-4.04,904.11,344,1826.32,5.31,TRUE,TRUE,TRUE,2024 Oct 19,,,15.3,35.41356667,-106.8721913,AB
AB2 51.4,AB2,106.4,106.4,51.4,-8.42,-4.04,743.44,290,1872.37,6.46,TRUE,TRUE,TRUE,2024 Mar 08,,,15.3,35.41356667,-106.8721913,AB
AB2 54.8,AB2,109.8,109.8,54.8,-11.14,-4.2,5570.22,346,298.16,0.86,FALSE,FALSE,FALSE,2024 Nov 07,,,15.3,35.41356667,-106.8721913,AB
AB2 55.7,AB2,110.7,110.7,55.7,-11.25,-4,4131.33,352,408.97,1.16,FALSE,FALSE,FALSE,2024 Apr 04,,,15.3,35.41356667,-106.8721913,AB
AB2 56.2,AB2,111.2,111.2,56.2,-11.49,-3.91,5340.56,353,317.27,0.9,FALSE,FALSE,FALSE,2024 Oct 3,,,15.3,35.41356667,-106.8721913,AB
AB2 56.6,AB2,111.6,111.6,56.6,-11.58,-3.94,3836,355,444.21,1.25,FALSE,FALSE,FALSE,2024 Nov 07,,,15.3,35.41356667,-106.8721913,AB
AB2 57.0,AB2,112,112,57,-11.11,-3.93,4599.22,348,363.19,1.04,FALSE,FALSE,FALSE,2024 Oct 19,,,15.3,35.41356667,-106.8721913,AB
AB2 57.7,AB2,112.7,112.7,57.7,-8.96,-4.9,177.89,337,9093.32,26.98,TRUE,TRUE,TRUE,2024 Apr 04,,,15.3,35.41356667,-106.8721913,AB
AB2 58.1,AB2,113.1,113.1,58.1,-11.38,-3.74,4764.44,354,356.64,1.01,FALSE,FALSE,FALSE,2024 Nov 07,,,15.3,35.41356667,-106.8721913,AB
AB2 58.3,AB2,113.3,113.3,58.3,-10.54,-3.67,4644.89,372,384.42,1.03,FALSE,FALSE,FALSE,2024 Nov 07,,,15.3,35.41356667,-106.8721913,AB
AB2 59.8,AB2,114.8,114.8,59.8,-10.82,-3.75,3412,351,493.79,1.41,TRUE,FALSE,FALSE,2024 Oct 3,-10.955,-3.78,15.3,35.41356667,-106.8721913,AB
AB2 59.8,AB2,114.8,114.8,59.8,-11.09,-3.81,3682.44,284,370.19,1.3,TRUE,FALSE,FALSE,2024 Mar 08,-10.955,-3.78,15.3,35.41356667,-106.8721913,AB
AB2 65.6,AB2,,,65.6,-10.19,-4.11,3767.89,358,456.06,1.27,FALSE,FALSE,FALSE,2024 Nov 19,,,15.3,35.41356667,-106.8721913,AB
AB2 67.8,AB2,122.8,122.8,67.8,-10.34,-4.87,4515.33,370,393.33,1.06,FALSE,FALSE,FALSE,2024 Nov 07,,,15.3,35.41356667,-106.8721913,AB
AB2 69.2,AB2,124.2,124.2,69.2,-10.82,-4.06,3840.56,368,459.93,1.25,FALSE,FALSE,FALSE,2024 Apr 04,,,15.3,35.41356667,-106.8721913,AB
AB2 75.0,AB2,130,130,75,-10.33,-4.57,5806.44,366,302.56,0.83,FALSE,FALSE,FALSE,2024 Nov 07,,,15.3,35.41356667,-106.8721913,AB
AB2 78.2,AB2,133.2,133.2,78.2,-9.24,-4.24,3034,342,541.07,1.58,TRUE,FALSE,FALSE,2024 Oct 3,,,15.3,35.41356667,-106.8721913,AB
AB2 80,AB2,135,135,80,-9.71,-4.46,4616,310,322.36,1.04,FALSE,FALSE,FALSE,2024 Mar 08,,,15.3,35.41356667,-106.8721913,AB
AB2 90.8,AB2,145.8,145.8,90.8,-9.43,-4.58,2921.56,368,604.61,1.64,TRUE,FALSE,FALSE,2024 Oct 19,,,15.3,35.41356667,-106.8721913,AB
AB2 91.0,AB2,146,146,91,-9.27,-4.03,4920.78,363,354.09,0.98,FALSE,FALSE,FALSE,2024 Apr 04,,,15.3,35.41356667,-106.8721913,AB
AB2 94,AB2,149,149,94,-9.34,-3.78,6290.78,348,265.53,0.76,FALSE,FALSE,FALSE,2024 Nov 07,,,15.3,35.41356667,-106.8721913,AB
BM - 3.7b (-3.7 R2),BM,,-3.7,-3.7,-19.64,-8.26,53,199,18022.64,90.57,TRUE,TRUE,TRUE,2022 Dec 7,,,9.5,36.11117,-106.1553081,BM
BM -1a,BM,,-1,-1,-11.71,-6.03,5675.44,395,334.07,0.85,FALSE,FALSE,FALSE,2023 May 2,-11.71,-6.03,9.5,36.11117,-106.1553081,BM
BM -1b,BM,,-1,-1,-12.35,-5.8,4664.67,370,380.73,1.03,FALSE,FALSE,FALSE,2024 Nov 19,-12.36,-5.86,9.5,36.11117,-106.1553081,BM
BM -1b,BM,,-1,-1,-12.37,-5.92,4360.56,273,300.51,1.1,FALSE,FALSE,FALSE,2023 May 2,-12.36,-5.86,9.5,36.11117,-106.1553081,BM
BM -3,BM,,-3,-3,-11.99,-6.61,6570.71,298,217.69,0.73,TRUE,FALSE,FALSE,2023 March 23,-12.12,-6.61,9.5,36.11117,-106.1553081,BM
BM -3,BM,,-3,-3,-12.25,-6.61,4180.11,208,238.85,1.15,FALSE,FALSE,FALSE,2023 May 2,-12.12,-6.61,9.5,36.11117,-106.1553081,BM
BM -3.3,BM,,-3.3,-3.3,-12.9,-6.22,5101.33,222,208.89,0.94,FALSE,FALSE,FALSE,2023 May 2,-13.075,-6.14,9.5,36.11117,-106.1553081,BM
BM -3.3,BM,,-3.3,-3.3,-13.25,-6.06,4408.25,193,210.15,1.09,FALSE,FALSE,FALSE,2022 Dec 7,-13.075,-6.14,9.5,36.11117,-106.1553081,BM
BM -3.7,BM,,-3.7,-3.7,-12.42,-6.72,4767.78,189,190.28,1.01,FALSE,FALSE,FALSE,2023 May 2,-12.42,-6.72,9.5,36.11117,-106.1553081,BM
BM -4.1 bottom,BM,,,,-13.42,-7.18,51,360,33882.35,94.12,TRUE,TRUE,TRUE,2024 Nov 07,,,9.5,36.11117,-106.1553081,BM
BM 0,BM,,0,0,-11.63,-5.63,2775,208,359.78,1.73,TRUE,FALSE,FALSE,2022 Dec 7,-11.735,-5.725,9.5,36.11117,-106.1553081,BM
BM 0,BM,,0,0,-11.84,-5.82,5675.44,359,303.62,0.85,FALSE,FALSE,FALSE,2023 May 2,-11.735,-5.725,9.5,36.11117,-106.1553081,BM
BM 0.9,BM,,0.9,0.9,-13.34,-7.13,149.22,209,6722.86,32.17,TRUE,TRUE,TRUE,2022 Dec 7,,,9.5,36.11117,-106.1553081,BM
BM 1.1,BM,,1.1,1.1,-12.86,-6.23,723.5,250,1658.6,6.63,TRUE,TRUE,TRUE,2022 Dec 7,,,9.5,36.11117,-106.1553081,BM
BM 10.8 a,BM,,10.8,10.8,-12.11,-5.42,8580,306,171.19,0.56,TRUE,FALSE,TRUE,2023 March 23,,,9.5,36.11117,-106.1553081,BM
BM 10.8 b,BM,,10.8,10.8,-13.96,-9.05,148.57,300,9692.31,32.31,TRUE,TRUE,TRUE,2023 March 23,,,9.5,36.11117,-106.1553081,BM
BM 10.8a,BM,,10.8,10.8,-11.42,-5.28,4294.44,173,193.37,1.12,FALSE,FALSE,FALSE,2023 May 2,,,9.5,36.11117,-106.1553081,BM
BM 10.8b,BM,,10.8,10.8,-11.02,-8.17,4306,9640,10745.94,1.11,FALSE,FALSE,FALSE,2023 May 2,,,9.5,36.11117,-106.1553081,BM
BM 12.7 a,BM,,12.7,12.7,-11.06,-4.62,5613.33,294,251.4,0.86,FALSE,FALSE,FALSE,2023 March 23,,,9.5,36.11117,-106.1553081,BM
BM 12.7b,BM,,12.7,12.7,-11.97,-6.1,3910.11,1295,1589.72,1.23,FALSE,FALSE,FALSE,2023 May 2,-11.97,-6.1,9.5,36.11117,-106.1553081,BM
BM 16.8,BM,,16.8,16.8,-13.02,-7.5,5625.33,2750,2346.53,0.85,FALSE,FALSE,FALSE,2023 May 2,-13.02,-7.5,9.5,36.11117,-106.1553081,BM
